565,NaN,5.3,307.69,2011
566,NaN,2.54,54.92,2009
567,NaN,0.0265,9.42,2008
568,NaN,0.76,50.2,2004
569,NaN,1.42,44.8,2009
570,15.04,NaN,44.8,2011
571,NaN,0.47,23.8,2010
572,NaN,3.88,52.88,2005
573,NaN,1.28,52.88,2006
574,NaN,0.57,52.88,2009
575,NaN,0.298,11.03,2010
576,NaN,0.036,25.87,2011
577,NaN,0.41,25.87,2011
578,NaN,0.527,25.87,2011
579,6.28536,NaN,11.43,2010
580,NaN,9.18,149.25,2013
581,NaN,9,23.98,2009
582,NaN,8.82,31.33,2002
583,23.04,NaN,131.93,2010
584,NaN,2.1,14.9,2009
585,NaN,1.068,44.46,2013
586,NaN,1.94,17.24,1999
587,7,NaN,39.94,2008
588,10,NaN,39.94,2008
589,10,NaN,39.94,2008
590,NaN,NaN,39.94,2010
591,27.23,NaN,262,2012
592,1.522,NaN,124.22,2012
593,1.477,1.47,178,2013
594,0.43,NaN,222,2014
595,1.199,NaN,213,2006
596,1.776,NaN,320,2008
597,0.081,NaN,38,2008
598,0.077,NaN,550,2009
599,2.114,NaN,NaN,2009
600,0.669,NaN,NaN,2009
601,0.433,NaN,NaN,2009
602,0.603,NaN,1330,2010
603,0.252,NaN,650,2010
604,0.171,NaN,650,2010
605,NaN,NaN,650,2010
606,0.014,NaN,173,2011
607,0.063,NaN,173,2011
608,0.006,NaN,613,2010
609,0.009,NaN,613,2010
610,0.023,NaN,613,2010
611,0.025,NaN,613,2010
612,0.006,NaN,613,2010
613,0.079,NaN,613,2010
614,0.431,NaN,600,2011
615,NaN,NaN,NaN,2011
616,8.4,NaN,980,2011
617,0.66,NaN,NaN,2011
618,0.333,NaN,61,2011
619,2.45,NaN,800,2011
620,0.022,NaN,NaN,2011
621,0.054,NaN,NaN,2011
622,0.052,NaN,NaN,2011
623,0.064,NaN,2119,2011
624,6,NaN,2119,2011
625,0.027,NaN,290,2011
626,0.051,NaN,290,2011
627,0.063,NaN,290,2011
628,0.01,NaN,290,2011
629,0.045,NaN,290,2011
630,0.033,NaN,108,2011
631,0.113,NaN,190,2011
632,0.8,NaN,800,2011
633,2.7,NaN,800,2011
634,NaN,NaN,800,2014
635,1.6,NaN,1200,2011
636,1.6,NaN,1200,2011
637,NaN,NaN,1200,2014
638,NaN,NaN,1200,2014
639,12.7,NaN,NaN,2011
640,4.16,NaN,NaN,2011
641,0.283,NaN,NaN,2014
642,0.38,NaN,NaN,2011
643,0.375,NaN,NaN,2011
644,NaN,NaN,NaN,2014
645,NaN,NaN,NaN,2014
646,9.11,NaN,NaN,2011
647,13.8,NaN,NaN,2011
648,1.51,NaN,NaN,2011
649,1.36,NaN,NaN,2011
650,0.4,NaN,1400,2011
651,0.3,NaN,1400,2011
652,0.036,NaN,1400,2012
653,2.01,NaN,1400,2012
654,0.073,NaN,1400,2012
655,NaN,NaN,2100,2011
656,4.7,NaN,2100,2011
657,NaN,NaN,2100,2014
658,4.1,NaN,303,2011
659,0.5,NaN,303,2011
660,NaN,NaN,303,2012
661,NaN,NaN,303,2012
662,NaN,NaN,303,2012
663,NaN,NaN,NaN,2011
664,NaN,NaN,NaN,2011
665,NaN,NaN,NaN,2011
666,NaN,NaN,NaN,2011
667,NaN,NaN,NaN,2011
668,0.22,NaN,1499,2011
669,0.127,NaN,1645,2011
670,0.014,NaN,470,2012
671,0.025,NaN,470,2012
672,NaN,NaN,66,2013
673,NaN,NaN,66,2013
674,NaN,NaN,66,2013
675,0.384,NaN,600,2012
676,18,NaN,1200,2011
677,2.2,NaN,2700,2010
678,0.55,NaN,770,2011
679,NaN,NaN,38.7,2011
680,NaN,NaN,38.7,2011
681,NaN,NaN,38.7,2011
682,3.23,NaN,1950,2011
683,1.02,NaN,2250,2011
684,0.505,NaN,333,2011
685,6,NaN,855,2012
686,0.376,NaN,855,2012
687,NaN,NaN,855,2014
688,2,NaN,1500,2012
689,28,NaN,1500,2012
690,5.94,NaN,NaN,2012
691,11.61,NaN,NaN,2012
692,0.025,NaN,NaN,2014
693,2.067,NaN,NaN,2014
694,0.98,NaN,NaN,2012
695,0.72,NaN,NaN,2012
696,NaN,NaN,NaN,2014
697,NaN,NaN,NaN,2014
698,NaN,NaN,NaN,2012
699,NaN,NaN,NaN,2012
700,0.007,NaN,NaN,2012
701,0.013,NaN,NaN,2012
702,0.024,NaN,NaN,2014
703,8.7,NaN,NaN,2012
704,10.41,NaN,NaN,2012
705,NaN,NaN,NaN,2014
706,18.41,NaN,NaN,2012
707,NaN,NaN,NaN,2012
708,NaN,NaN,NaN,2014
709,0.92,NaN,NaN,2012
710,0.37,NaN,NaN,2012
711,NaN,NaN,NaN,2014
712,1.49,NaN,NaN,2012
713,1.11,NaN,NaN,2012
714,NaN,NaN,NaN,2014
715,NaN,NaN,NaN,2014
716,NaN,NaN,NaN,2014
717,0.07,NaN,NaN,2012
718,0.57,NaN,NaN,2012
719,18.86,NaN,NaN,2012
720,6.95,NaN,NaN,2012
721,1.39,NaN,NaN,2012
722,2.19,NaN,NaN,2012
723,NaN,NaN,NaN,2014
724,2.05,NaN,NaN,2012
725,1.37,NaN,NaN,2012
726,0.25,NaN,NaN,2012
727,0.56,NaN,NaN,2012
728,0.68,NaN,NaN,2012
729,NaN,NaN,NaN,2013
730,0.03,NaN,368,2013
731,0.013,NaN,368,2013
732,0.044,NaN,368,2013
733,0.113,NaN,368,2013
734,0.11,NaN,368,2013
735,0.378,NaN,200,2013
736,0.531,NaN,1000,2012
737,NaN,NaN,NaN,2012
738,NaN,NaN,NaN,2012
739,NaN,NaN,NaN,2012
740,NaN,NaN,1107,2013
741,NaN,NaN,1107,2013
742,0.026,NaN,135,2012
743,0.015,NaN,135,2012
744,NaN,0.947,135,2012
745,NaN,NaN,NaN,2013
746,NaN,NaN,NaN,2013
747,0.0014,NaN,1180,2011
748,0.0021,NaN,1180,2011
749,NaN,NaN,800,2010
750,0.68,NaN,1330,2013
751,9.9,NaN,1140,2013
752,2,NaN,NaN,2013
753,0.43,NaN,570,2013
754,0.006,NaN,NaN,2013
755,NaN,NaN,NaN,2012
756,NaN,NaN,NaN,2012
757,NaN,NaN,NaN,2014
758,NaN,NaN,NaN,2014
759,NaN,NaN,NaN,2012
760,NaN,NaN,NaN,2012
761,NaN,NaN,NaN,2014
762,NaN,NaN,NaN,2014
763,NaN,NaN,NaN,2012
764,NaN,NaN,NaN,2012
765,NaN,NaN,NaN,2014
766,NaN,NaN,NaN,2012
767,NaN,NaN,NaN,2012
768,NaN,NaN,NaN,2014
769,NaN,NaN,NaN,2014
770,NaN,NaN,NaN,2012
771,NaN,NaN,NaN,2012
772,NaN,NaN,NaN,2014
773,NaN,NaN,NaN,2012
774,NaN,NaN,NaN,2012
775,NaN,NaN,NaN,2014
776,NaN,NaN,NaN,2014
777,NaN,NaN,NaN,2014
778,NaN,NaN,NaN,2012
779,NaN,NaN,NaN,2012
780,NaN,NaN,NaN,2014
781,NaN,NaN,NaN,2014
782,NaN,NaN,NaN,2013
783,1.02,NaN,NaN,2013
784,0.02,NaN,NaN,2013
785,0.027,NaN,339,2013
786,0.626,NaN,339,2013
787,0.033,NaN,NaN,2013
788,0.049,NaN,NaN,2013
789,0.334,NaN,NaN,2013
790,0.11,NaN,NaN,2013
791,NaN,NaN,780,2013
792,NaN,NaN,780,2013
793,NaN,NaN,780,2013
794,NaN,NaN,780,2013
795,NaN,NaN,780,2013
796,NaN,NaN,780,2013
797,NaN,NaN,780,2013
798,0.88,NaN,1030,2013
799,0.202,NaN,NaN,2013
800,0.019,NaN,NaN,2013
801,0.008,NaN,NaN,2014
802,3,NaN,NaN,2014
803,0.034,NaN,NaN,2014
804,9.836,NaN,NaN,2014
805,0.041,NaN,NaN,2014
806,0.027,NaN,NaN,2014
807,0.011,NaN,NaN,2014
808,1.08,NaN,NaN,2014
809,0.011,NaN,NaN,2014
810,0.019,NaN,NaN,2014
811,0.023,NaN,NaN,2014
812,0.003,NaN,NaN,2014
813,0.009,NaN,NaN,2014
814,NaN,NaN,NaN,2014
815,NaN,NaN,NaN,2014
816,0.001,NaN,NaN,2014
817,0.009,NaN,NaN,2014
818,0.012,NaN,NaN,2014
819,0.028,NaN,NaN,2013
820,0.002,NaN,NaN,2014
821,0.031,NaN,NaN,2014
822,0.114,NaN,NaN,2014
823,NaN,NaN,NaN,2014
824,NaN,NaN,NaN,2014
825,NaN,NaN,NaN,2014
826,NaN,NaN,NaN,2013
827,NaN,NaN,NaN,2014
828,0.0005,NaN,NaN,2014
829,0.033,NaN,NaN,2014
830,0.025,NaN,NaN,2014
831,0.035,NaN,NaN,2014
832,NaN,NaN,NaN,2014
833,NaN,NaN,NaN,2014
834,NaN,NaN,NaN,2014
835,NaN,NaN,NaN,2014
836,NaN,NaN,NaN,2014
837,NaN,NaN,NaN,2014
838,0.004,NaN,NaN,2014
839,0.007,NaN,NaN,2014
840,NaN,NaN,NaN,2014
841,NaN,NaN,NaN,2014
842,NaN,NaN,NaN,2014
843,NaN,NaN,NaN,2014
844,NaN,NaN,NaN,2014
